specimen_no,occurrence_no,reference_no,specimen_id,sex,specimen_part,is_type,measurement_no,measurement_type,average
20590,926320,35354,AMNH 53268,NULL,hindwing,holotype,39367,length,46
20593,926323,35357,AMNH 43902,NULL,forewing,holotype,39370,width,2.8
20594,926323,35357,AMNH 43902,NULL,hindwing,holotype,39371,width,2.5
20594,926323,35357,AMNH 43902,NULL,hindwing,holotype,39372,length,7.6
20596,926323,35357,AMNH 43903,NULL,forewing,paratype,39374,width,2.75
20596,926323,35357,AMNH 43903,NULL,forewing,paratype,39375,length,7.5
20621,926341,35358,AMNH 43679,NULL,tegmen,holotype,39404,length,6.4
20622,926342,35358,AMNH 43633,NULL,tegmen,holotype,39405,length,7
20623,926344,35358,AMNH 43624,NULL,tegmen,holotype,39406,width,2.8
20623,926344,35358,AMNH 43624,NULL,tegmen,holotype,39407,length,6.6
20625,926345,35358,AMNH 43681,NULL,tegmen,holotype,39409,width,2.7
20625,926345,35358,AMNH 43681,NULL,tegmen,holotype,39410,length,6.7
20629,926349,35358,AMNH 43609,NULL,tegmen,holotype,39414,width,2.6
20629,926349,35358,AMNH 43609,NULL,tegmen,holotype,39415,length,6.6
20631,926350,35358,AMNH 43625,NULL,tegmen,holotype,39418,width,2
20631,926350,35358,AMNH 43625,NULL,tegmen,holotype,39419,length,7.1
20634,926352,35358,AMNH 43617,NULL,tegmen,holotype,39423,length,11.4
20636,926353,35358,AMNH 43614,NULL,tegmen,NULL,39425,length,10.4
20638,926356,35358,AMNH 43623,NULL,tegmen,holotype,39428,width,2.5
20638,926356,35358,AMNH 43623,NULL,tegmen,holotype,39429,length,7.2
20640,926357,35358,AMNH 43631,NULL,tegmen,holotype,39431,width,2
20640,926357,35358,AMNH 43631,NULL,tegmen,holotype,39432,length,6.6
20643,926359,35358,AMNH 43604,NULL,tegmen,holotype,39436,width,5
20643,926359,35358,AMNH 43604,NULL,tegmen,holotype,39437,length,14.3
20645,926362,35358,AMNH 43616,NULL,tegmen,holotype,39440,width,2.6
20645,926362,35358,AMNH 43616,NULL,tegmen,holotype,39441,length,6.3
20647,926363,35358,AMNH 43607,NULL,tegmen,holotype,39443,width,2.5
20647,926363,35358,AMNH 43607,NULL,tegmen,holotype,39444,length,5.5
20648,926364,35358,AMNH 43603,NULL,tegmen,holotype,39445,length,12.8
20650,926365,35358,AMNH 43689,NULL,tegmen,holotype,39447,length,10.5
20652,926366,35358,AMNH 43611,NULL,tegmen,NULL,39449,length,9.9
20653,926842,35361,KMNHIP000004,NULL,hindwing,holotype,39450,width,12.2
20653,926842,35361,KMNHIP000004,NULL,hindwing,holotype,39451,length,39.4
20654,926799,35360,P569,NULL,forewing,holotype,39452,length,25.4
20655,926844,35362,SMNS 63651,NULL,forewing,holotype,39453,width,8.35
20655,926844,35362,SMNS 63651,NULL,forewing,holotype,39454,length,36.2
20656,926844,35362,SMNS 63651,NULL,hindwing,NULL,39455,width,10.85
20656,926844,35362,SMNS 63651,NULL,hindwing,NULL,39456,length,33.9
20657,1007548,35362,NSMT 31,NULL,forewing,paratype,39457,length,36
20658,1007548,35362,NSMT 31,NULL,hindwing,paratype,39458,length,34.7
20659,1007548,35362,NSMT 47,female,forewing,paratype,39459,length,35
20660,1007548,35362,NSMT 47,female,hindwing,paratype,39460,length,34
20661,1007548,35362,NSMT 1006,NULL,forewing,paratype,39461,length,36.1
20662,1007548,35362,NSMT 1006,NULL,hindwing,paratype,39462,length,35.6
20663,1007549,35362,KMNH 5,NULL,forewing,paratype,39463,length,36.3
20664,1007549,35362,KMNH 12,NULL,forewing,paratype,39464,length,33.3
20665,1007549,35362,KMNH 13,NULL,forewing,paratype,39465,length,36.5
20666,1007549,35362,KMNH 13,NULL,hindwing,paratype,39466,length,36
20667,1007549,35362,KMNH 16,NULL,forewing,paratype,39467,length,34
20668,1024906,35362,MB.1999.3 MB.I.2057,NULL,forewing,NULL,39468,length,32
20669,1024906,35362,MB.1999.3 MB.I.2057,NULL,hindwing,NULL,39469,length,34
20670,1007547,35362,ms-fossil D27,NULL,forewing,NULL,39470,length,34.8
20671,1007547,35362,ms-fossil E16,NULL,forewing,NULL,39471,length,36.2
20672,1007547,35362,ms-fossil E16,NULL,hindwing,NULL,39472,length,35.1
20673,1007547,35362,ms-fossil E18,NULL,forewing,NULL,39473,length,36
20674,1007547,35362,ms-fossil E18,NULL,hindwing,NULL,39474,length,35.5
20675,926846,35362,Senckenberg C7,NULL,forewing,holotype,39475,width,4.6
20675,926846,35362,Senckenberg C7,NULL,forewing,holotype,39476,length,17.4
20676,926846,35362,Senckenberg C7,NULL,hindwing,holotype,39477,width,5.5
20676,926846,35362,Senckenberg C7,NULL,hindwing,holotype,39478,length,16.8
20678,926847,35362,Tokyo NSM 49,NULL,forewing,holotype,39481,width,8.8
20678,926847,35362,Tokyo NSM 49,NULL,forewing,holotype,39482,length,34.2
20679,926847,35362,Tokyo NSM 49,NULL,hindwing,holotype,39483,width,10.5
20679,926847,35362,Tokyo NSM 49,NULL,hindwing,holotype,39484,length,34.5
20680,926847,35362,Kitakyushu 14,NULL,forewing,paratype,39485,width,8.1
20680,926847,35362,Kitakyushu 14,NULL,forewing,paratype,39486,length,34.2
20681,926847,35362,ms-fossil D45,NULL,forewing,NULL,39487,length,34
20682,926848,35362,MNHN C5,NULL,forewing,holotype,39488,width,6.7
20682,926848,35362,MNHN C5,NULL,forewing,holotype,39489,length,25.1
20683,926848,35362,MNHN C5,NULL,hindwing,holotype,39490,width,8.4
20683,926848,35362,MNHN C5,NULL,hindwing,holotype,39491,length,24.2
20684,926849,35362,AMNH without number,NULL,forewing,holotype,39492,width,1.9
20684,926849,35362,AMNH without number,NULL,forewing,holotype,39493,length,9.9
20685,926849,35362,AMNH without number,NULL,hindwing,holotype,39494,width,2.1
20685,926849,35362,AMNH without number,NULL,hindwing,holotype,39495,length,9.1
20686,926849,35362,SMNS 63072,NULL,hindwing,paratype,39496,length,8.9
20687,926849,35362,ms-fossil D22,NULL,wing,NULL,39497,length,9
20689,926850,35362,SMNS 63071,NULL,wing,holotype,39499,length,9.8
20691,926850,35362,Tokyo NSM 51,NULL,wing,paratype,39502,length,10.4
20693,926850,35362,Tokyo NSM 1007,NULL,wing,paratype,39505,length,10.5
20694,926850,35362,Kitakyushu 101,NULL,wing,paratype,39506,length,11
20696,926315,35362,ms-fossil D29,NULL,forewing,NULL,39508,width,9.3
20696,926315,35362,ms-fossil D29,NULL,forewing,NULL,39509,length,29.7
20698,926315,35362,Tokyo NSM 46,NULL,forewing,NULL,39512,width,8.7
20698,926315,35362,Tokyo NSM 46,NULL,forewing,NULL,39513,length,27.7
20700,926315,35362,SMNK unnumbered,NULL,forewing,NULL,39516,length,30
20701,926315,35362,SMNK unnumbered,NULL,hindwing,NULL,39517,length,29
20702,926320,35362,ms-fossil D28,NULL,forewing,NULL,39518,length,43.6
20703,926320,35362,ms-fossil D28,NULL,hindwing,NULL,39519,width,17.5
20703,926320,35362,ms-fossil D28,NULL,hindwing,NULL,39520,length,44.5
20705,926320,35362,ms-fossil B10,NULL,forewing,NULL,39523,length,39.3
20706,926320,35362,ms-fossil B10,NULL,hindwing,NULL,39524,length,39
20707,926320,35362,ms-fossil B19,NULL,hindwing,NULL,39525,length,40.5
20708,926950,35339,1903.V.3 1985/4,NULL,wing,holotype,39526,width,6
20708,926950,35339,1903.V.3 1985/4,NULL,wing,holotype,39527,length,39
20710,927228,35375,PIN 3795/427,NULL,hindwing,holotype,39530,length,90
20711,927286,35387,PIN 117/83,NULL,forewing,holotype,39531,length,13
20712,927289,35387,PIN 2781/23,NULL,forewing,holotype,39532,length,24
20713,927289,35387,PIN 2781/219,NULL,hindwing,paratype,39533,length,21
20715,927293,35387,PIN 4811/43,NULL,forewing,holotype,39535,length,11
20716,927304,35387,PIN 255/1280,NULL,forewing,holotype,39536,length,20
20717,927307,35387,PIN 2069/1518,NULL,forewing,holotype,39537,length,35
20718,927307,35387,PIN 2069/1518,NULL,hindwing,holotype,39538,length,32
20724,927322,35388,PIN 4271/287,NULL,elytron,holotype,39544,length,1.8
20725,927325,35388,PIN 4210/726,NULL,elytron,holotype,39545,length,2.6
20726,927321,35388,PIN 4271/289,NULL,elytron,holotype,39546,length,3.9
20727,927324,35388,PIN 2384/528,NULL,elytron,holotype,39547,width,0.6
20727,927324,35388,PIN 2384/528,NULL,elytron,holotype,39548,length,1.5
20728,927323,35388,PIN 2239/1558,NULL,elytron,holotype,39549,length,2.6
20729,928413,35396,NIGP 149548,NULL,elytron,holotype,39550,length,6.2
20731,928414,35397,CNU-NX1-212,NULL,forewing,holotype,39552,width,6.3
20731,928414,35397,CNU-NX1-212,NULL,forewing,holotype,39553,length,20.1
20732,928414,35397,CNU-NX1-259,NULL,forewing,NULL,39554,width,6
20732,928414,35397,CNU-NX1-259,NULL,forewing,NULL,39555,length,18.4
20733,928414,35397,CNU-NX1-230,NULL,forewing,NULL,39556,width,5.3
20733,928414,35397,CNU-NX1-230,NULL,forewing,NULL,39557,length,18.3
20734,928414,35397,CNU-NX1-206,NULL,forewing,NULL,39558,width,5.6
20734,928414,35397,CNU-NX1-206,NULL,forewing,NULL,39559,length,18.8
20735,928414,35397,CNU-NX1-280pc,NULL,forewing,NULL,39560,width,5.5
20735,928414,35397,CNU-NX1-280pc,NULL,forewing,NULL,39561,length,17.7
20736,928414,35397,CNU-NX1-202,NULL,forewing,NULL,39562,width,6.5
20736,928414,35397,CNU-NX1-202,NULL,forewing,NULL,39563,length,18
20737,928414,35397,CNU-NX1-201pc,NULL,forewing,NULL,39564,width,4.8
20737,928414,35397,CNU-NX1-201pc,NULL,forewing,NULL,39565,length,14.7
20738,928414,35397,CNU-NX1-210,NULL,forewing,NULL,39566,width,5.6
20738,928414,35397,CNU-NX1-210,NULL,forewing,NULL,39567,length,19.1
20739,928414,35397,CNU-NX1-257,NULL,forewing,NULL,39568,width,5.5
20739,928414,35397,CNU-NX1-257,NULL,forewing,NULL,39569,length,14
20740,928414,35397,CNU-NX1-211,NULL,forewing,NULL,39570,width,5.9
20740,928414,35397,CNU-NX1-211,NULL,forewing,NULL,39571,length,20.3
20741,928414,35397,CNU-NX1-205,NULL,forewing,NULL,39572,width,6.7
20741,928414,35397,CNU-NX1-205,NULL,forewing,NULL,39573,length,18.4
20742,928414,35397,CNU-NX1-204,NULL,forewing,NULL,39574,width,6.3
20742,928414,35397,CNU-NX1-204,NULL,forewing,NULL,39575,length,17.7
20743,928414,35397,CNU-NX1-237,NULL,forewing,NULL,39576,width,5.6
20743,928414,35397,CNU-NX1-237,NULL,forewing,NULL,39577,length,17.4
20744,928414,35397,CNU-NX1-333,NULL,forewing,NULL,39578,width,6.5
20744,928414,35397,CNU-NX1-333,NULL,forewing,NULL,39579,length,23.4
20745,928414,35397,CNU-NX1-256,NULL,hindwing,NULL,39580,width,7
20745,928414,35397,CNU-NX1-256,NULL,hindwing,NULL,39581,length,17.5
20746,928414,35397,CNU-NX1-258,NULL,hindwing,NULL,39582,width,6.5
20746,928414,35397,CNU-NX1-258,NULL,hindwing,NULL,39583,length,16.1
20747,929051,35407,CNU-COL-LB2008087,NULL,elytron,holotype,39584,width,1.45
20747,929051,35407,CNU-COL-LB2008087,NULL,elytron,holotype,39585,length,2.2
20749,929192,35339,PIN 2904/8,NULL,wing,paratype,39588,width,5.4
20749,929192,35339,PIN 2904/8,NULL,wing,paratype,39589,length,29.3
20750,929191,35339,PIN 2066/301,NULL,wing,holotype,39590,length,28
20751,929193,35339,JME SOS 3615,NULL,forewing,holotype,39591,width,8
20751,929193,35339,JME SOS 3615,NULL,forewing,holotype,39592,length,55
20753,929195,35339,SMNS 64432,NULL,wing,holotype,39595,width,7.3
20753,929195,35339,SMNS 64432,NULL,wing,holotype,39596,length,47.6
20755,1185046,35339,NULL,NULL,wing,NULL,39599,length,43
20757,1185045,35339,BMMS Kariopp specimen,female,wing,NULL,39602,length,48
20758,1185045,35339,NULL,male,wing,NULL,39603,length,50
20759,929196,35428,NHMM 93,NULL,wing,NULL,39604,length,50
20760,929196,35428,NULL,NULL,wing,holotype,39605,length,44
20763,929202,35339,SOS 4654,NULL,forewing,paratype,39608,length,62
20764,929202,35339,SOS 4654,NULL,hindwing,paratype,39609,width,9
20764,929202,35339,SOS 4654,NULL,hindwing,paratype,39610,length,58
20766,929202,35339,MCZ no #,NULL,forewing,paratype,39613,length,56
20767,929202,35339,MCZ no #,NULL,hindwing,paratype,39614,length,52
20769,929201,35339,SMF VI 45,NULL,forewing,holotype,39617,length,47
20770,929201,35339,SMF VI 45,NULL,hindwing,holotype,39618,length,47
20772,929203,35430,MCZ 5911,NULL,forewing,holotype,39621,width,7.5
20772,929203,35430,MCZ 5911,NULL,forewing,holotype,39622,length,27.3
20773,929203,35430,MCZ 5911,NULL,hindwing,holotype,39623,width,9.4
20773,929203,35430,MCZ 5911,NULL,hindwing,holotype,39624,length,26.5
20774,929208,35431,MNEMG 1995.61,NULL,hindwing,holotype,39625,width,13.8
20774,929208,35431,MNEMG 1995.61,NULL,hindwing,holotype,39626,length,41
20775,929214,35437,PIN 4469/1,NULL,forewing,holotype,39627,length,32
20779,929233,35442,NIGP 123517,NULL,forewing,holotype,39632,width,8
20779,929233,35442,NIGP 123517,NULL,forewing,holotype,39633,length,40
20780,929233,35442,NIGP 123517,NULL,hindwing,holotype,39634,width,11.6
20780,929233,35442,NIGP 123517,NULL,hindwing,holotype,39635,length,38.6
20782,929489,35443,LB94020,NULL,forewing,holotype,39638,width,10
20782,929489,35443,LB94020,NULL,forewing,holotype,39639,length,31
20783,929489,35443,LB94020,NULL,hindwing,holotype,39640,width,11.5
20783,929489,35443,LB94020,NULL,hindwing,holotype,39641,length,32
20784,929488,35443,LB94021,NULL,forewing,holotype,39642,width,7
20784,929488,35443,LB94021,NULL,forewing,holotype,39643,length,25
20785,929488,35443,LB94021,NULL,hindwing,holotype,39644,width,9
20785,929488,35443,LB94021,NULL,hindwing,holotype,39645,length,25
20787,929488,35443,LB94022,NULL,hindwing,paratype,39648,width,10
20787,929488,35443,LB94022,NULL,hindwing,paratype,39649,length,26.6
20788,926276,35443,LB94010,NULL,forewing,holotype,39650,width,11
20788,926276,35443,LB94010,NULL,forewing,holotype,39651,length,53
20789,926276,35443,LB94010,NULL,hindwing,holotype,39652,width,15
20789,926276,35443,LB94010,NULL,hindwing,holotype,39653,length,52
20791,926276,35443,LB94011,NULL,hindwing,paratype,39655,width,18.5
20791,926276,35443,LB94011,NULL,hindwing,paratype,39656,length,50.5
20792,926276,35443,LB94011,NULL,forewing,paratype,39657,width,13.8
20792,926276,35443,LB94011,NULL,forewing,paratype,39658,length,47.8
20813,929779,35481,NIGP148387,NULL,forewing,NULL,39696,width,16
20813,929779,35481,NIGP148387,NULL,forewing,NULL,39697,length,39
20815,929713,35481,NIGP 148391,NULL,forewing,holotype,39700,width,11
20815,929713,35481,NIGP 148391,NULL,forewing,holotype,39701,length,29
20816,929713,35481,NIGP 148391,NULL,hindwing,holotype,39702,width,9
20816,929713,35481,NIGP 148391,NULL,hindwing,holotype,39703,length,13
20818,929714,35481,NIGP 148389,NULL,forewing,NULL,39706,width,14
20818,929714,35481,NIGP 148389,NULL,forewing,NULL,39707,length,37
20820,929714,35481,NIGP 148390,NULL,forewing,NULL,39710,width,14
20820,929714,35481,NIGP 148390,NULL,forewing,NULL,39711,length,36
20821,929715,35481,NIGP 148388,NULL,forewing,holotype,39712,width,17
20821,929715,35481,NIGP 148388,NULL,forewing,holotype,39713,length,43
20845,929965,35493,MNEMG A75 (neotype),NULL,hindwing,holotype,39742,width,14.7
20845,929965,35493,MNEMG A75 (neotype),NULL,hindwing,holotype,39743,length,39
20846,929964,35493,BMNH I 12292,NULL,hindwing,NULL,39744,width,14.5
20846,929964,35493,BMNH I 12292,NULL,hindwing,NULL,39745,length,40
20847,1190407,35493,CAMSM Fisher 24,NULL,hindwing,NULL,39746,width,13.4
20847,1190407,35493,CAMSM Fisher 24,NULL,hindwing,NULL,39747,length,40.7
20848,929964,35493,BMNH I 12516,NULL,forewing,NULL,39748,width,10.2
20848,929964,35493,BMNH I 12516,NULL,forewing,NULL,39749,length,40.5
20849,929964,35493,BMNH I 20572,NULL,forewing,NULL,39750,width,10.7
20849,929964,35493,BMNH I 20572,NULL,forewing,NULL,39751,length,48.5
20850,929966,35493,BMNH I 3526,NULL,hindwing,paratype,39752,width,17.8
20850,929966,35493,BMNH I 3526,NULL,hindwing,paratype,39753,length,46
20851,301345,35493,BSPGM I.1032,NULL,forewing,holotype,39754,length,45
20852,1105496,35493,SMNS 62661,NULL,forewing,NULL,39755,width,16.6
20852,1105496,35493,SMNS 62661,NULL,forewing,NULL,39756,length,44.1
20853,301433,35493,BaJ 1404,NULL,hindwing,NULL,39757,width,16.1
20853,301433,35493,BaJ 1404,NULL,hindwing,NULL,39758,length,46.5
20854,301433,35493,BaJ 1404,NULL,forewing,NULL,39759,width,11.6
20854,301433,35493,BaJ 1404,NULL,forewing,NULL,39760,length,44.5
20856,930122,35493,MNHN-LP-R.55202,NULL,forewing,NULL,39763,width,17
20856,930122,35493,MNHN-LP-R.55202,NULL,forewing,NULL,39764,length,75
20857,930122,35493,MNHN-LP-R.55209,NULL,hindwing,NULL,39765,width,21.2
20857,930122,35493,MNHN-LP-R.55209,NULL,hindwing,NULL,39766,length,62.4
20859,930123,35493,MNHN-LP-R.55211,NULL,hindwing,NULL,39768,width,23.2
20859,930123,35493,MNHN-LP-R.55211,NULL,hindwing,NULL,39769,length,62.9
20860,930123,35493,Coll. Cedolin (fig 44),NULL,hindwing,NULL,39770,width,19.3
20860,930123,35493,Coll. Cedolin (fig 44),NULL,hindwing,NULL,39771,length,60.5
20861,929967,35493,LH 17332,NULL,hindwing,holotype,39772,width,19
20861,929967,35493,LH 17332,NULL,hindwing,holotype,39773,length,60
20862,929967,35493,ADR-317-I,NULL,hindwing,paratype,39774,width,23
20862,929967,35493,ADR-317-I,NULL,hindwing,paratype,39775,length,60
20863,929968,35493,BSPGM 17,NULL,forewing,holotype,39776,width,14.4
20863,929968,35493,BSPGM 17,NULL,forewing,holotype,39777,length,69.4
20864,929968,35493,BSPGM 17,NULL,hindwing,holotype,39778,width,19.9
20864,929968,35493,BSPGM 17,NULL,hindwing,holotype,39779,length,68
20866,929969,35493,BSPGM F. 11466 M?nster Coll.,NULL,forewing,NULL,39782,width,15.9
20866,929969,35493,BSPGM F. 11466 M?nster Coll.,NULL,forewing,NULL,39783,length,74
20867,930045,35493,Aes. U.K. ARP.1,NULL,hindwing,holotype,39784,width,14
20867,930045,35493,Aes. U.K. ARP.1,NULL,hindwing,holotype,39785,length,36
20868,930045,35493,Aes. U.K. ARP.1,NULL,forewing,holotype,39786,width,11.5
20868,930045,35493,Aes. U.K. ARP.1,NULL,forewing,holotype,39787,length,35
20870,301380,35493,Museum Berger no 6,NULL,hindwing,holotype,39790,width,22.8
20870,301380,35493,Museum Berger no 6,NULL,hindwing,holotype,39791,length,58
20871,301380,35493,Museum Berger no 6,NULL,forewing,holotype,39792,length,56
20873,293773,35493,LH-366-R,NULL,hindwing,holotype,39795,width,30.5
20873,293773,35493,LH-366-R,NULL,hindwing,holotype,39796,length,85
20874,293773,35493,LH 2230,NULL,forewing,paratype,39797,width,20
20874,293773,35493,LH 2230,NULL,forewing,paratype,39798,length,83
20875,293773,35493,LH 13808,NULL,hindwing,NULL,39799,width,27.3
20875,293773,35493,LH 13808,NULL,hindwing,NULL,39800,length,80
20876,293773,35493,LH 13282,NULL,hindwing,NULL,39801,width,21.4
20876,293773,35493,LH 13282,NULL,hindwing,NULL,39802,length,75
20877,293773,35493,LH 13682,NULL,forewing,NULL,39803,width,21.6
20877,293773,35493,LH 13682,NULL,forewing,NULL,39804,length,85
20878,293773,35493,MCC 92/1/3,NULL,forewing,NULL,39805,width,20.8
20879,930046,35493,LH-083-R,NULL,hindwing,holotype,39806,width,11.9
20879,930046,35493,LH-083-R,NULL,hindwing,holotype,39807,length,34.5
20880,930047,38359,PIN 1989/955,NULL,hindwing,holotype,39808,width,14.5
20880,930047,38359,PIN 1989/955,NULL,hindwing,holotype,39809,length,45
20881,930048,35493,LC-1080-IEI,NULL,hindwing,holotype,39810,width,11.9
20881,930048,35493,LC-1080-IEI,NULL,hindwing,holotype,39811,length,38
20883,930050,35493,MNEMG S 1580,NULL,hindwing,holotype,39814,width,11.1
20883,930050,35493,MNEMG S 1580,NULL,hindwing,holotype,39815,length,37
20884,930050,35493,MNEMG S 612 (Twitchett coll.),NULL,forewing,paratype,39816,width,8.7
20884,930050,35493,MNEMG S 612 (Twitchett coll.),NULL,forewing,paratype,39817,length,34
20886,930053,35493,MNHN-LP-B.13473,NULL,hindwing,holotype,39820,width,18.9
20886,930053,35493,MNHN-LP-B.13473,NULL,hindwing,holotype,39821,length,63.5
20944,930057,35493,LEIUG 1155858,NULL,forewing,holotype,39895,width,19.2
20944,930057,35493,LEIUG 1155858,NULL,forewing,holotype,39896,length,60.6
20945,301421,8352,SMNS 64274,NULL,hindwing,holotype,39897,width,11.1
20945,301421,8352,SMNS 64274,NULL,hindwing,holotype,39898,length,32.3
20947,930058,35493,MNEMG 2001.00,NULL,hindwing,holotype,39901,width,11.4
20947,930058,35493,MNEMG 2001.00,NULL,hindwing,holotype,39902,length,37.4
20948,930061,35493,"ADR-0036 I-A, I-B",NULL,hindwing,holotype,39903,width,12.4
20948,930061,35493,"ADR-0036 I-A, I-B",NULL,hindwing,holotype,39904,length,42
20949,930061,35493,ADR-0096-I,NULL,hindwing,paratype,39905,length,33
20950,930063,35493,BMB 018672-018673,NULL,forewing,holotype,39906,width,8.1
20950,930063,35493,BMB 018672-018673,NULL,forewing,holotype,39907,length,31.5
20951,930065,35493,BMB 016412,NULL,hindwing,holotype,39908,width,21.7
20951,930065,35493,BMB 016412,NULL,hindwing,holotype,39909,length,52.4
20952,930065,35493,BMB 020686,NULL,forewing,NULL,39910,width,14.3
20952,930065,35493,BMB 020686,NULL,forewing,NULL,39911,length,56
20953,930065,35493,BMNH no number,NULL,hindwing,NULL,39912,length,50
20954,930067,35493,MNEMG A 74,NULL,hindwing,holotype,39913,width,27
20954,930067,35493,MNEMG A 74,NULL,hindwing,holotype,39914,length,87
