specimen_no,occurrence_no,reference_no,specimen_id,sex,specimen_part,is_type,measurement_no,measurement_type,average
20294,921354,35238,PIN 3901/155,NULL,forewing,holotype,38879,length,7.6
20296,921354,35238,PIN 3901/160,NULL,forewing,paratype,38882,length,7
20298,921355,35238,PIN 3901/156,NULL,forewing,holotype,38885,length,8.6
20300,921356,35238,PIN 3901/152,NULL,forewing,holotype,38888,length,6
20302,921357,35238,PIN 3901/158,NULL,forewing,holotype,38891,length,4.6
20304,921358,35238,PIN 3901/154,NULL,forewing,holotype,38894,length,7.5
20306,921359,35238,PIN 3901/157,NULL,forewing,holotype,38897,length,7.8
20308,921478,35239,PIN 2297/11,NULL,hindwing,holotype,38900,width,10
20308,921478,35239,PIN 2297/11,NULL,hindwing,holotype,38901,length,43
20309,921479,35239,MNHN-DHT R55234,NULL,hindwing,holotype,38902,width,8.7
20309,921479,35239,MNHN-DHT R55234,NULL,hindwing,holotype,38903,length,32
20310,921480,35239,"n? 1, coll. Hartwig O.W.",NULL,forewing,holotype,38904,width,5.6
20310,921480,35239,"n? 1, coll. Hartwig O.W.",NULL,forewing,holotype,38905,length,21
20311,1184911,35239,MCZ MC7,NULL,forewing,NULL,38906,width,6.5
20311,1184911,35239,MCZ MC7,NULL,forewing,NULL,38907,length,35
20312,921481,35239,JME SOS 2047,NULL,forewing,NULL,38908,width,8
20312,921481,35239,JME SOS 2047,NULL,forewing,NULL,38909,length,39.4
20314,921490,35239,ADR-0315-I,NULL,hindwing,holotype,38912,width,7.5
20314,921490,35239,ADR-0315-I,NULL,hindwing,holotype,38913,length,36.1
20315,921491,35239,MNEMG 1996.93,NULL,wing,holotype,38914,width,7.6
20315,921491,35239,MNEMG 1996.93,NULL,wing,holotype,38915,length,38
20316,921492,35239,PIN 3559/10180,NULL,hindwing,holotype,38916,width,8.4
20316,921492,35239,PIN 3559/10180,NULL,hindwing,holotype,38917,length,40
20317,921483,35239,Coll. Kumpel no. 4D,NULL,forewing,NULL,38918,width,13
20317,921483,35239,Coll. Kumpel no. 4D,NULL,forewing,NULL,38919,length,84
20318,301334,35239,BSPG 1870/VII/35,NULL,forewing,holotype,38920,width,9.2
20318,301334,35239,BSPG 1870/VII/35,NULL,forewing,holotype,38921,length,54
20319,921489,35239,Tischlinger 70/29 ,NULL,forewing,NULL,38922,width,10.1
20319,921489,35239,Tischlinger 70/29 ,NULL,forewing,NULL,38923,length,55
20321,332602,35239,PIN 2066/26,NULL,forewing,holotype,38926,width,11.2
20321,332602,35239,PIN 2066/26,NULL,forewing,holotype,38927,length,48
20323,1184913,37821,BMMS 266,NULL,forewing,NULL,38930,length,27
20325,921801,35247,P 1194,NULL,forewing,holotype,38933,length,38
20326,921801,35247,P 1194,NULL,hindwing,holotype,38934,width,16
20326,921801,35247,P 1194,NULL,hindwing,holotype,38935,length,36
20327,921864,35247,UK 015,NULL,forewing,holotype,38936,length,43
20328,921864,35247,UK 014,NULL,hindwing,paratype,38937,width,12.3
20328,921864,35247,UK 014,NULL,hindwing,paratype,38938,length,40.3
20329,922044,35249,P419,NULL,forewing,holotype,38940,width,15.5
20329,922044,35249,P419,NULL,forewing,holotype,38939,length,66.5
20330,922044,35249,P419,NULL,hindwing,holotype,38941,width,19.5
20330,922044,35249,P419,NULL,hindwing,holotype,38942,length,65.5
20331,922045,35250,G 753/02,NULL,forewing,holotype,38943,width,12
20331,922045,35250,G 753/02,NULL,forewing,holotype,38944,length,50
20332,922180,35206,BSP AS VII 794,NULL,forewing,holotype,38946,length,50
20333,922180,35206,BSP AS VII 794,NULL,hindwing,holotype,38947,width,14.1
20333,922180,35206,BSP AS VII 794,NULL,hindwing,holotype,38948,length,46.3
20335,332530,35206,BSP AS VII 794,NULL,forewing,holotype,38951,length,50
20336,332530,35206,BSP AS VII 794,NULL,hindwing,holotype,38952,width,13.3
20336,332530,35206,BSP AS VII 794,NULL,hindwing,holotype,38953,length,46.3
20338,332530,35206,"BL 1960, JME",NULL,forewing,NULL,38955,length,44
20339,332530,35206,"BL 1960, JME",NULL,hindwing,NULL,38956,length,42
20341,332530,35206,"1966/64 Ei Bl, JME",NULL,forewing,NULL,38958,width,11.6
20341,332530,35206,"1966/64 Ei Bl, JME",NULL,forewing,NULL,38959,length,48.4
20342,332530,35206,"1966/64 Ei Bl, JME",NULL,hindwing,NULL,38960,width,15.1
20342,332530,35206,"1966/64 Ei Bl, JME",NULL,hindwing,NULL,38961,length,46.1
20343,1184895,35206,MfN MB.J. 1441,NULL,forewing,NULL,38962,width,10.2
20343,1184895,35206,MfN MB.J. 1441,NULL,forewing,NULL,38963,length,49
20344,1184895,35206,MfN MB.J. 1441,NULL,hindwing,NULL,38964,width,13
20344,1184895,35206,MfN MB.J. 1441,NULL,hindwing,NULL,38965,length,45.6
20345,332530,35206,MB.J. 1707,NULL,forewing,NULL,38966,length,47
20346,332530,35206,MB.J. 1707,NULL,hindwing,NULL,38967,length,45
20348,332530,35206,MB.J. 1710,NULL,wing,NULL,38969,length,47
20349,332530,35206,MB.J. 1711,NULL,forewing,NULL,38970,length,52.5
20350,332530,35206,MB.J. 1711,NULL,hindwing,NULL,38971,length,51
20352,332530,35206,MCZ 1998,NULL,forewing,NULL,38973,width,10.9
20352,332530,35206,MCZ 1998,NULL,forewing,NULL,38974,length,48.6
20353,332530,35206,MCZ 1998,NULL,hindwing,NULL,38975,width,13.3
20353,332530,35206,MCZ 1998,NULL,hindwing,NULL,38976,length,46.2
20354,332530,35206,MB.J. 1733,NULL,forewing,NULL,38977,length,47
20355,332530,35206,MCZ 6203,NULL,wing,NULL,38978,length,45
20357,922181,35206,PIN 1989/1461,NULL,wing,holotype,38981,length,69
20358,922187,35206,"BMNH I.12782,12778",NULL,hindwing,holotype,38982,width,11.5
20358,922187,35206,"BMNH I.12782,12778",NULL,hindwing,holotype,38983,length,35
20359,922189,35206,"BSP 1964 XX II x a,b",NULL,forewing,holotype,38984,width,7.8
20359,922189,35206,"BSP 1964 XX II x a,b",NULL,forewing,holotype,38985,length,34
20360,922189,35206,"BSP 1964 XX II x a,b",NULL,hindwing,holotype,38986,width,10.3
20360,922189,35206,"BSP 1964 XX II x a,b",NULL,hindwing,holotype,38987,length,33
20362,922333,35266,N 1734,NULL,hindwing,holotype,38989,width,4.9
20362,922333,35266,N 1734,NULL,hindwing,holotype,38990,length,31
20364,922334,35266,PIN 254/2169,NULL,hindwing,holotype,38993,width,8.6
20364,922334,35266,PIN 254/2169,NULL,hindwing,holotype,38994,length,37.4
20366,922335,35266,PIN 254/2171,NULL,wing,holotype,38997,width,9.1
20366,922335,35266,PIN 254/2171,NULL,wing,holotype,38998,length,42
20367,922336,35266,PIN 254/3192,NULL,wing,holotype,38999,width,10.4
20367,922336,35266,PIN 254/3192,NULL,wing,holotype,39000,length,45.4
20368,922337,35266,PIN 4705/1,NULL,wing,holotype,39001,width,10.4
20368,922337,35266,PIN 4705/1,NULL,wing,holotype,39002,length,38.7
20369,922338,35266,MNHN-LP-R 63846,NULL,hindwing,holotype,39003,width,8
20369,922338,35266,MNHN-LP-R 63846,NULL,hindwing,holotype,39004,length,37.7
20372,923775,35297,BMNH In. 64532,NULL,forewing,holotype,39009,width,12
20372,923775,35297,BMNH In. 64532,NULL,forewing,holotype,39010,length,87
20373,923774,35297,BMNH In. 64531,NULL,forewing,holotype,39011,width,9
20373,923774,35297,BMNH In. 64531,NULL,forewing,holotype,39012,length,25.5
20376,921031,35210,No. DL0157-1,NULL,hindwing,holotype,39016,width,19
20376,921031,35210,No. DL0157-1,NULL,hindwing,holotype,39017,length,50
20377,923908,35206,SMS 358 Male,male,forewing,NULL,39018,length,46
20378,923908,35206,SMS 358 Male,male,hindwing,NULL,39019,width,13
20378,923908,35206,SMS 358 Male,male,hindwing,NULL,39020,length,45
20379,923908,35206,SMS 358 Female,female,forewing,NULL,39021,width,11
20379,923908,35206,SMS 358 Female,female,forewing,NULL,39022,length,46
20380,923908,35206,SMS 358 Female,female,hindwing,NULL,39023,width,12.5
20380,923908,35206,SMS 358 Female,female,hindwing,NULL,39024,length,44.5
20382,923909,35206,She 1001,NULL,hindwing,holotype,39026,width,18
20382,923909,35206,She 1001,NULL,hindwing,holotype,39027,length,64
20383,1024890,35206,MB.1999.3 MB.I.2047,NULL,forewing,holotype,39028,width,8.8
20383,1024890,35206,MB.1999.3 MB.I.2047,NULL,forewing,holotype,39029,length,39.8
20384,1024890,35206,MB.1999.3 MB.I.2047,NULL,hindwing,holotype,39030,width,11.2
20384,1024890,35206,MB.1999.3 MB.I.2047,NULL,hindwing,holotype,39031,length,38.2
20386,911661,35206,SMNS 64345,female,forewing,paratype,39034,length,38.7
20387,911661,35206,SMNS 64345,female,hindwing,paratype,39035,length,37
20388,911661,35206,SMNS 64343,male,hindwing,paratype,39036,width,11.8
20388,911661,35206,SMNS 64343,male,hindwing,paratype,39037,length,39.8
20389,1024892,35206,MSF M56,female,hindwing,paratype,39038,length,36.3
20390,1024892,35206,MSF L75,male,forewing,paratype,39039,length,35.3
20391,1024892,35206,MSF L75,male,hindwing,paratype,39040,length,34.1
20392,911649,35206,MNHN-LP.R.55194,NULL,forewing,holotype,39041,width,13.7
20392,911649,35206,MNHN-LP.R.55194,NULL,forewing,holotype,39042,length,66.6
20393,923934,35206,PIN 2383/14,NULL,forewing,holotype,39043,width,16.5
20393,923934,35206,PIN 2383/14,NULL,forewing,holotype,39044,length,66.6
20394,923935,35206,PIN 846/5,NULL,hindwing,holotype,39045,width,11.9
20394,923935,35206,PIN 846/5,NULL,hindwing,holotype,39046,length,60.3
20395,923936,35206,BMBN 016388,NULL,hindwing,holotype,39047,length,66
20396,923937,35206,SMNS 63398,NULL,forewing,holotype,39048,width,11
20396,923937,35206,SMNS 63398,NULL,forewing,holotype,39049,length,45.8
20397,923937,35206,SMNS 63398,NULL,hindwing,holotype,39050,width,15.1
20397,923937,35206,SMNS 63398,NULL,hindwing,holotype,39051,length,45.7
20398,923938,38359,PIN 3145/672,NULL,forewing,holotype,39052,length,43.5
20399,923939,35206,BSP AS VII 792,female,forewing,holotype,39053,length,67
20400,923939,35206,BSP AS VII 792,female,hindwing,holotype,39054,length,64
20402,923939,35206,BSP AS VII 796,female,forewing,paratype,39056,width,13.5
20402,923939,35206,BSP AS VII 796,female,forewing,paratype,39057,length,64.7
20403,923939,35206,BSP AS VII 796,female,hindwing,paratype,39058,width,18
20403,923939,35206,BSP AS VII 796,female,hindwing,paratype,39059,length,61.5
20405,923939,35206,BSP AS VI 36,female,forewing,NULL,39061,width,13.8
20405,923939,35206,BSP AS VI 36,female,forewing,NULL,39062,length,67.3
20406,923939,35206,BSP AS VI 36,female,hindwing,NULL,39063,width,18.7
20406,923939,35206,BSP AS VI 36,female,hindwing,NULL,39064,length,65
20408,1184918,35206,JME SOS 1675,male,forewing,NULL,39067,width,13.9
20408,1184918,35206,JME SOS 1675,male,forewing,NULL,39068,length,64.5
20409,1184918,35206,JME SOS 1675,male,hindwing,NULL,39069,width,18.5
20409,1184918,35206,JME SOS 1675,male,hindwing,NULL,39070,length,67.5
20411,1184918,35206,JME SOS 1679,male,forewing,NULL,39073,width,16.5
20411,1184918,35206,JME SOS 1679,male,forewing,NULL,39074,length,67
20412,1184918,35206,JME SOS 1679,male,hindwing,NULL,39075,width,19.5
20412,1184918,35206,JME SOS 1679,male,hindwing,NULL,39076,length,65
20414,1184918,35206,JME SOS 1703,male,forewing,NULL,39078,width,12
20414,1184918,35206,JME SOS 1703,male,forewing,NULL,39079,length,61
20415,1184918,35206,JME SOS 1703,male,hindwing,NULL,39080,width,18
20415,1184918,35206,JME SOS 1703,male,hindwing,NULL,39081,length,58
20417,923940,35206,JME SOS 1713,male,forewing,NULL,39083,width,12
20417,923940,35206,JME SOS 1713,male,forewing,NULL,39084,length,63.5
20418,923940,35206,JME SOS 1713,male,hindwing,NULL,39085,width,18
20418,923940,35206,JME SOS 1713,male,hindwing,NULL,39086,length,62.5
20420,923940,35206,JME SOS 1714,female,hindwing,NULL,39088,length,63
20421,1184918,35206,JME SOS 1715,male,hindwing,NULL,39089,width,19
20421,1184918,35206,JME SOS 1715,male,hindwing,NULL,39090,length,63.9
20422,1184918,35206,JME SOS 1718,NULL,forewing,NULL,39091,length,67.5
20423,1184918,35206,JME SOS 1718,NULL,hindwing,NULL,39092,length,65
20424,1184918,35206,JME SOS 1721,female,forewing,NULL,39093,length,67.5
20426,1184918,35206,JME SOS 2042,NULL,forewing,NULL,39095,width,12.7
20426,1184918,35206,JME SOS 2042,NULL,forewing,NULL,39096,length,68.5
20427,1184918,35206,JME SOS 2042,NULL,hindwing,NULL,39097,width,20.5
20427,1184918,35206,JME SOS 2042,NULL,hindwing,NULL,39098,length,66.5
20429,1184918,35206,JME SOS 3614,female,forewing,NULL,39100,width,11.7
20429,1184918,35206,JME SOS 3614,female,forewing,NULL,39101,length,50
20430,1184918,35206,JME SOS 3614,female,hindwing,NULL,39102,width,16.8
20430,1184918,35206,JME SOS 3614,female,hindwing,NULL,39103,length,58
20431,1184918,35206,JME 1957-14-ak-BI,NULL,forewing,NULL,39104,length,65
20432,923941,35206,JME SOS 3975,NULL,forewing,NULL,39105,length,63
20433,923941,35206,JME SOS 3975,NULL,hindwing,NULL,39106,length,60
20434,923942,35206,JME W.h.O. 1935,NULL,hindwing,NULL,39107,width,19
20435,923943,35206,JME 52-1959-30.5-Bl,NULL,forewing,NULL,39108,width,13.3
20435,923943,35206,JME 52-1959-30.5-Bl,NULL,forewing,NULL,39109,length,65.6
20436,1105495,35206,SMNS 62662,NULL,forewing,NULL,39110,width,13.6
20436,1105495,35206,SMNS 62662,NULL,forewing,NULL,39111,length,62.7
20437,1184920,35206,MNHN-LP-R.10409,female,forewing,NULL,39112,width,14.5
20437,1184920,35206,MNHN-LP-R.10409,female,forewing,NULL,39113,length,69
20438,1184920,35206,MNHN-LP-R.10409,female,hindwing,NULL,39114,width,21
20438,1184920,35206,MNHN-LP-R.10409,female,hindwing,NULL,39115,length,67
20440,1184917,35206,MCZ 6248,female,forewing,NULL,39117,width,13.1
20440,1184917,35206,MCZ 6248,female,forewing,NULL,39118,length,62.8
20441,1184917,35206,MCZ 6248,female,hindwing,NULL,39119,length,60.8
20442,924519,35319,MNHN-LP-R 55232,NULL,forewing,holotype,39120,width,14.2
20442,924519,35319,MNHN-LP-R 55232,NULL,forewing,holotype,39121,length,89
20443,924519,35319,MNHN-LP-R 55232,NULL,hindwing,holotype,39122,width,15
20443,924519,35319,MNHN-LP-R 55232,NULL,hindwing,holotype,39123,length,76
20445,924742,35320,SMNS 65217,NULL,forewing,holotype,39126,width,13.4
20445,924742,35320,SMNS 65217,NULL,forewing,holotype,39127,length,80
20447,924742,35320,SMNS 65217,NULL,hindwing,holotype,39130,width,15
20447,924742,35320,SMNS 65217,NULL,hindwing,holotype,39131,length,76
20469,926262,35206,Horsham Mus 1987.728,NULL,hindwing,holotype,39173,width,21
20469,926262,35206,Horsham Mus 1987.728,NULL,hindwing,holotype,39174,length,77
20470,926263,35206,Horsham Mus 1987.727,NULL,hindwing,holotype,39175,width,20.5
20470,926263,35206,Horsham Mus 1987.727,NULL,hindwing,holotype,39176,length,70
20471,926264,35206,GPIT 1807/1,NULL,forewing,holotype,39177,width,17.1
20471,926264,35206,GPIT 1807/1,NULL,forewing,holotype,39178,length,110
20472,926266,35206,GPIT 1807/2,NULL,forewing,holotype,39179,width,12.8
20472,926266,35206,GPIT 1807/2,NULL,forewing,holotype,39180,length,65
20474,926268,35206,MCZ 6234(6235),NULL,forewing,holotype,39183,width,10.7
20474,926268,35206,MCZ 6234(6235),NULL,forewing,holotype,39184,length,49.5
20475,926268,35206,NULL,NULL,forewing,paratype,39185,length,47
20476,926268,35206,NULL,NULL,hindwing,NULL,39186,width,13.5
20476,926268,35206,NULL,NULL,hindwing,NULL,39187,length,41.7
20477,926269,35206,JME SOS 3977 Li,NULL,hindwing,paratype,39188,width,15.1
20477,926269,35206,JME SOS 3977 Li,NULL,hindwing,paratype,39189,length,47.5
20478,1185053,35206,BMMS 261a/b,NULL,forewing,NULL,39190,length,50
20479,1185053,35206,BMMS 261a/b,NULL,hindwing,NULL,39191,length,49
20480,926270,35206,BSP 1982 139,NULL,hindwing,paratype,39192,length,47.5
20484,926272,35206,JME Kuempel 42,NULL,forewing,holotype,39199,width,14.1
20484,926272,35206,JME Kuempel 42,NULL,forewing,holotype,39200,length,68
20485,926272,35206,JME Kuempel 42,NULL,hindwing,holotype,39201,width,18.7
20485,926272,35206,JME Kuempel 42,NULL,hindwing,holotype,39202,length,64
20486,926275,35206,MNEMG 1996.221,NULL,forewing,paratype,39203,length,97
20489,1175950,35206,MNHN-LP-R.55182,NULL,forewing,NULL,39208,width,11
20489,1175950,35206,MNHN-LP-R.55182,NULL,forewing,NULL,39209,length,50
20490,1175950,35206,MNHN-LP-R.55182,NULL,hindwing,NULL,39210,width,14.9
20490,1175950,35206,MNHN-LP-R.55182,NULL,hindwing,NULL,39211,length,50.1
20491,1175950,35206,MNHN-LP-R.55183,NULL,forewing,NULL,39212,width,14.6
20492,1175950,35206,MNHN-LP-R.55183,NULL,hindwing,NULL,39213,width,17.5
20492,1175950,35206,MNHN-LP-R.55183,NULL,hindwing,NULL,39214,length,65
20493,1175950,35206,MNHN-LP-R.55184,NULL,hindwing,NULL,39215,width,17.3
20493,1175950,35206,MNHN-LP-R.55184,NULL,hindwing,NULL,39216,length,51.6
20494,926277,35206,PIN 2997/7,NULL,hindwing,holotype,39217,width,15.2
20494,926277,35206,PIN 2997/7,NULL,hindwing,holotype,39218,length,46.3
20495,1106170,35206,CM 3815,NULL,forewing,holotype,39219,length,43
20496,1106170,35206,CM 3815,NULL,hindwing,holotype,39220,length,42
20497,1106390,35206,MCZ 6193,NULL,forewing,paratype,39221,width,9.5
20497,1106390,35206,MCZ 6193,NULL,forewing,paratype,39222,length,44.2
20498,1106390,35206,MCZ 6193,NULL,hindwing,paratype,39223,width,13.6
20498,1106390,35206,MCZ 6193,NULL,hindwing,paratype,39224,length,43.4
20499,1021811,35206,MCZ 6241,NULL,forewing,NULL,39225,width,8.6
20499,1021811,35206,MCZ 6241,NULL,forewing,NULL,39226,length,41.7
20500,1021811,35206,MCZ 6241,NULL,hindwing,NULL,39227,width,12.9
20500,1021811,35206,MCZ 6241,NULL,hindwing,NULL,39228,length,42.7
20501,301405,35206,JME SOS 1697,NULL,hindwing,NULL,39229,width,14
20501,301405,35206,JME SOS 1697,NULL,hindwing,NULL,39230,length,44.5
20502,301405,35206,JME SOS 3714,NULL,forewing,NULL,39231,width,9.5
20502,301405,35206,JME SOS 3714,NULL,forewing,NULL,39232,length,37
20503,301405,35206,JME SOS 3714,NULL,hindwing,NULL,39233,width,13
20503,301405,35206,JME SOS 3714,NULL,hindwing,NULL,39234,length,38.5
20504,301405,35206,JME Kuempel 1,NULL,forewing,NULL,39235,length,46
20505,301405,35206,JME Kuempel  1,NULL,hindwing,NULL,39236,length,45
20506,301405,35206,JME Kuempel without number A,NULL,hindwing,NULL,39237,length,45
20507,301405,35206,JME Kuempel without number B,NULL,hindwing,NULL,39238,length,42
20508,301405,35206,JME Kuempel without number C,NULL,forewing,NULL,39239,length,42.5
20509,926278,35206,JME 1983/2633,NULL,forewing,NULL,39240,width,10
20509,926278,35206,JME 1983/2633,NULL,forewing,NULL,39241,length,43.9
20510,926279,35206,SMNS 64342,NULL,forewing,NULL,39242,width,9.6
20510,926279,35206,SMNS 64342,NULL,forewing,NULL,39243,length,43
20511,926280,35206,MURJ 515,NULL,forewing,holotype,39244,width,6.6
20511,926280,35206,MURJ 515,NULL,forewing,holotype,39245,length,28.4
20512,926280,35206,MURJ 515,NULL,hindwing,holotype,39246,width,9.4
20512,926280,35206,MURJ 515,NULL,hindwing,holotype,39247,length,27.4
20513,926281,35206,MNHN-LP-R.55193,NULL,forewing,holotype,39248,width,10.7
20513,926281,35206,MNHN-LP-R.55193,NULL,forewing,holotype,39249,length,39.7
20514,926282,35206,SMNS 63068,NULL,forewing,holotype,39250,width,9.7
20514,926282,35206,SMNS 63068,NULL,forewing,holotype,39251,length,40
20515,926282,35206,SMNS 63068,NULL,hindwing,holotype,39252,width,13.1
20515,926282,35206,SMNS 63068,NULL,hindwing,holotype,39253,length,39
20516,1024902,35206,MNHN-LP-R.55180,NULL,hindwing,paratype,39254,width,12.9
20516,1024902,35206,MNHN-LP-R.55180,NULL,hindwing,paratype,39255,length,37.8
20517,1024903,35206,NSMT 29,NULL,forewing,paratype,39256,width,9.5
20517,1024903,35206,NSMT 29,NULL,forewing,paratype,39257,length,41.7
20518,1024903,35206,NSMT 29,NULL,hindwing,paratype,39258,width,13
20518,1024903,35206,NSMT 29,NULL,hindwing,paratype,39259,length,40.6
20519,926282,35206,SMNS 64218,NULL,hindwing,paratype,39260,width,6.8
20519,926282,35206,SMNS 64218,NULL,hindwing,paratype,39261,length,37
20520,1024904,35206,MURJ 518,NULL,forewing,paratype,39262,length,35.5
20521,1024904,35206,MURJ 518,NULL,hindwing,paratype,39263,length,35
20522,926283,35206,SMNK 2357 PAL,NULL,forewing,holotype,39264,width,7.6
20522,926283,35206,SMNK 2357 PAL,NULL,forewing,holotype,39265,length,27.5
20523,926283,35206,SMNK 2357 PAL,NULL,hindwing,holotype,39266,width,9.9
20523,926283,35206,SMNK 2357 PAL,NULL,hindwing,holotype,39267,length,26.9
20524,926284,35206,"JME AP 1997/4a,b",NULL,hindwing,holotype,39268,width,9.3
20524,926284,35206,"JME AP 1997/4a,b",NULL,hindwing,holotype,39269,length,29.3
20525,926284,35206,F 62,NULL,hindwing,NULL,39270,length,25
20526,926285,35206,PIN 3559/10201,NULL,hindwing,holotype,39271,width,12.4
20526,926285,35206,PIN 3559/10201,NULL,hindwing,holotype,39272,length,38
20527,926286,35206,MNEMG 1996.223,NULL,hindwing,holotype,39273,width,10.5
20527,926286,35206,MNEMG 1996.223,NULL,hindwing,holotype,39274,length,32.5
20528,926287,35206,AMNH 43257,NULL,hindwing,holotype,39275,width,11.5
20528,926287,35206,AMNH 43257,NULL,hindwing,holotype,39276,length,34.3
20529,926287,35206,NSM 54,NULL,forewing,NULL,39277,width,8.7
20529,926287,35206,NSM 54,NULL,forewing,NULL,39278,length,34.9
20530,926287,35206,NSM 54,NULL,hindwing,NULL,39279,width,11.2
20530,926287,35206,NSM 54,NULL,hindwing,NULL,39280,length,34.6
20531,926287,35206,SMNS 63069,NULL,forewing,NULL,39281,width,8
20531,926287,35206,SMNS 63069,NULL,forewing,NULL,39282,length,32
20532,926287,35206,SMNS 63069,NULL,hindwing,NULL,39283,width,10.7
20532,926287,35206,SMNS 63069,NULL,hindwing,NULL,39284,length,32
20533,926287,35206,ms-fossil C 16,NULL,forewing,NULL,39285,width,7.9
20533,926287,35206,ms-fossil C 16,NULL,forewing,NULL,39286,length,32.2
20534,926287,35206,BSP 13,NULL,forewing,NULL,39287,width,8
20534,926287,35206,BSP 13,NULL,forewing,NULL,39288,length,33
20535,926287,35206,BSP 13,NULL,hindwing,NULL,39289,width,11
20535,926287,35206,BSP 13,NULL,hindwing,NULL,39290,length,32.7
20536,926287,35206,ms-fossil C 18,NULL,forewing,NULL,39291,width,8.8
20536,926287,35206,ms-fossil C 18,NULL,forewing,NULL,39292,length,33.9
20537,926287,35206,ms-fossil C 19,NULL,hindwing,NULL,39293,width,10.6
20537,926287,35206,ms-fossil C 19,NULL,hindwing,NULL,39294,length,33
20538,926288,35206,JME AP 1997/2,NULL,forewing,holotype,39295,width,10.1
20538,926288,35206,JME AP 1997/2,NULL,forewing,holotype,39296,length,42.1
20539,926288,35206,JME AP 1997/2,NULL,hindwing,holotype,39297,width,13
20539,926288,35206,JME AP 1997/2,NULL,hindwing,holotype,39298,length,41
20540,926288,35206,SMNS 64344,NULL,forewing,paratype,39299,length,42
20541,926289,35206,JME AP 1997/3,NULL,wing,holotype,39300,length,37.5
20542,926290,35206,BSP 11,NULL,forewing,holotype,39301,width,6.9
20542,926290,35206,BSP 11,NULL,forewing,holotype,39302,length,29.1
20543,926290,35206,BSP 11,NULL,hindwing,holotype,39303,width,9.4
20543,926290,35206,BSP 11,NULL,hindwing,holotype,39304,length,28.2
20544,926292,35206,PIN 4626/162,NULL,hindwing,holotype,39305,width,11.7
20544,926292,35206,PIN 4626/162,NULL,hindwing,holotype,39306,length,34
20545,926292,35206,PIN 4626/158,NULL,hindwing,paratype,39307,width,10.2
20545,926292,35206,PIN 4626/158,NULL,hindwing,paratype,39308,length,35.4
20546,926294,38382,"MNEMG 1995.171a,b",NULL,forewing,holotype,39309,length,31.6
20547,926295,38359,PIN 1989/1495,NULL,hindwing,holotype,39310,length,48
20548,926296,35206,PIN 3064/3146,NULL,forewing,holotype,39311,width,12.8
20548,926296,35206,PIN 3064/3146,NULL,forewing,holotype,39312,length,59
20549,926296,35206,PIN 3064/3146,NULL,hindwing,holotype,39313,width,16.1
20549,926296,35206,PIN 3064/3146,NULL,hindwing,holotype,39314,length,57
20550,926297,8445,PIN 2554/211,NULL,hindwing,holotype,39315,width,13.1
20550,926297,8445,PIN 2554/211,NULL,hindwing,holotype,39316,length,42.3
20551,926301,35353,AMNH 44306,NULL,forewing,NULL,39317,length,9
20552,926302,35353,AMNH 44313,NULL,forewing,NULL,39318,length,7.8
20554,926303,35353,AMNH 43477,NULL,forewing,NULL,39320,length,9.2
20555,926303,35353,AMNH 43477,NULL,hindwing,NULL,39321,length,4
20557,926304,35353,AMNH 43499,NULL,forewing,paratype,39323,length,11
20558,926304,35353,AMNH 43499,NULL,hindwing,paratype,39324,length,3.3
20560,926305,35353,AMNH 44310,NULL,forewing,paratype,39326,length,11.5
20561,926305,35353,AMNH 44310,NULL,hindwing,paratype,39327,length,4.4
20562,926306,35353,AMNH 43301,NULL,forewing,holotype,39328,length,7.8
20564,926307,35353,AMNH 44308,NULL,forewing,holotype,39330,length,13
20565,926307,35353,AMNH 44308,NULL,hindwing,holotype,39331,length,4.8
20567,926308,35353,AMNH 44311,NULL,forewing,NULL,39333,length,8.5
20568,926309,35353,AMNH 43480,NULL,forewing,NULL,39334,length,9.3
20570,926311,35353,AMNH 43476,NULL,forewing,NULL,39336,length,5.9
20572,926312,35353,AMNH 44312,NULL,forewing,NULL,39338,length,7.8
20574,926312,35353,AMNH 44312,NULL,hindwing,NULL,39340,length,0.6
20575,926315,35354,AMNH 44204,NULL,forewing,holotype,39341,width,8.4
20575,926315,35354,AMNH 44204,NULL,forewing,holotype,39342,length,31
20576,926315,35354,AMNH 44204,NULL,hindwing,holotype,39343,width,8.7
20576,926315,35354,AMNH 44204,NULL,hindwing,holotype,39344,length,29
20578,926316,35354,AMNH 44203,NULL,wing,holotype,39346,length,18
20580,926316,35354,AMNH 44201,NULL,wing,paratype,39348,length,16.8
20582,926316,35354,AMNH 44202,NULL,wing,paratype,39351,length,17.2
20584,926317,35354,AMNH 43256,NULL,forewing,holotype,39354,width,6
20584,926317,35354,AMNH 43256,NULL,forewing,holotype,39355,length,23.3
20585,926317,35354,AMNH 43256,NULL,hindwing,holotype,39356,width,8
20585,926317,35354,AMNH 43256,NULL,hindwing,holotype,39357,length,22
20587,926318,35354,AMNH 43262,NULL,wing,holotype,39360,width,6.7
20587,926318,35354,AMNH 43262,NULL,wing,holotype,39361,length,19.5
20588,926318,35354,AMNH 44200,NULL,forewing,paratype,39362,width,5.4
20588,926318,35354,AMNH 44200,NULL,forewing,paratype,39363,length,19.6
20589,926318,35354,AMNH 44200,NULL,hindwing,paratype,39364,width,5.8
20589,926318,35354,AMNH 44200,NULL,hindwing,paratype,39365,length,18.8
20590,926320,35354,AMNH 53268,NULL,hindwing,holotype,39366,width,12
